Shot,BES Start Time (ms),BES Stop Time (ms),Confinement Start Time (ms),Confinement Stop Time (ms),Logbook,L,H,QH,WP,Test only,LH transition,HL back-transition,QH-WP transition,WP-QH transition
185497,,,1100.092,1129.95,,1,,,,,,,,
185497,,,1150.092,1179.951,,1,,,,,,,,
185497,,,1200.092,1229.95,,1,,,,,,,,
185497,,,1250.092,1279.95,,1,,,,,,,,
185497,,,1300.093,1329.95,,1,,,,,,,,
185497,,,1350.092,1379.951,,1,,,,,,,,
185497,,,1400.092,1429.95,,1,,,,,,,,
185497,,,1450.092,1479.95,,1,,,,,,,,
185497,,,1500.092,1529.95,,1,,,,,,,,
185497,,,1550.092,1579.95,,1,,,,,,,,
185497,,,1600.093,1629.95,,1,,,,,,,,
185497,,,1650.092,1679.95,,1,,,,,,,,
185497,,,1700.093,1729.95,,1,,,,,,,,
185497,,,1750.093,1779.95,,1,,,,,,,,
185497,,,1800.093,1829.95,,1,,,,,,,,
185497,,,1850.093,1879.949,,1,,,,,,,,
185497,,,1900.092,1929.949,,1,,,,,,,,
185497,,,1950.093,1979.949,,1,,,,,,,,
185497,,,2000.091,2029.949,,1,,,,,,,,
185497,,,2050.092,2079.949,,1,,,,,,,,
185497,,,2100.092,2129.949,,1,,,,,,,,
185497,,,2150.093,2179.949,,1,,,,,,,,
185497,,,2200.091,2229.949,,1,,,,,,,,
185497,,,2250.092,2279.949,,1,,,,,,,,
185497,,,2300.092,2329.949,,1,,,,,,,,
185497,,,2350.092,2379.949,,1,,,,,,,,
185497,,,2400.092,2429.949,,1,,,,,,,,
185497,,,2450.092,2474,,1,,,,,,,,
185498,200,6391.08,300,2076,,1,,,,,,,,
185499,200,6391.08,336,2809,,1,,,,,,,,
185502,,,4462,4479.951,,,1,,,,,,,
185502,,,4500.08,4529.951,,,1,,,,,,,
185502,,,4550.08,4579.951,,,1,,,,,,,
185502,,,4600.08,4629.95,,,1,,,,,,,
185502,,,4650.079,4679.951,,,1,,,,,,,
185502,,,4700.079,4729.951,,,1,,,,,,,
185502,,,4750.08,4779.951,,,1,,,,,,,
185502,,,4800.081,4834.95,,,1,,,,,,,
185502,,,4850.08,4884.95,,,1,,,,,,,
185502,,,4900.079,4934.95,,,1,,,,,,,
185502,,,4950.08,4970,,,1,,,,,,,
185503,,,300.08,1172,,1,,,,,1172,,,
185503,,,1172,3212,,,1,,,,,,,
185503,,,5098,5398,,,1,,,,,5398,,
185871,,,2110.039,5170,,,1,,,,,,,
185872,200,5150.085,2020,4790,,,1,,,,,,,
185876,200,6391.08,1984,5366,,,1,,,,,,,
185915,200,5431.585,2416,3963,,,1,,,,,,,
185918,200,5582.085,1517,4215,,,1,,,,,,,
185920,200,5621.085,2092,3279,,,1,,,,,,,
186230,200,5397.58,1984,4394,,,1,,,,,,,
187018,,,1000.065,1025,,1,,,,,,,,
187020,200,6391.03,1265,5797,,,1,,,,,,,
187025,200,6183.53,1373,5582,,,1,,,,,,,
187032,200,6391.03,1948,5114,,,1,,,,,,,
187035,200,6391.37,3927,5510,,,1,,,,,,,
187036,200,6391.37,1840,5653,,,1,,,,,,,
187038,,,1000.041,1013,,1,,,,,,,,
187045,200,6003.53,1768,5186,,,1,,,,,,,
187049,,,1000.043,1005,,1,,,,,,,,
187050,,,714.434,720.075,,1,,,,,,,,
187050,,,730.135,735.075,,1,,,,,,,,
189104,1000,5714.64,1984,5186,,,1,,,,,,,
189106,1000,5716.04,1552,5186,,,1,,,,,,,
189107,1000,5713.84,1445,5402,,,1,,,,,,,
189113,1000,5970.445,1732,5294,,,1,,,,,,,
189189,500,5642.78,1768,5761,rmp elm suppression,,1,,,1,,,,
189191,1200,5628.98,2056,4718,rmp elm suppression,,1,,,1,,,,
189196,1200,5202.78,1660,2919,rmp elm suppression,,1,,,1,,,,
189203,1000,5333.18,1660,2092,,,1,,,,,,,
189283,100,5993.87,2344,5294,,,1,,,,,,,
189292,100,6011.87,2668,5114,,,1,,,,,,,
189295,100,6039.065,2596,4179,,,1,,,,,,,
189300,100,5930.465,2596,3351,,,1,,,,,,,
189301,100,6002.07,2668,3819,,,1,,,,,,,
189303,100,5995.665,2596,3171,,,1,,,,,,,
189315,100,6017.465,2452,4107,,,1,,,,,,,
189329,,,540.138,558.074,,1,,,,,,,,
189329,,,580.131,599.274,,1,,,,,,,,
189329,,,620.131,640.374,,1,,,,,,,,
189329,,,660.131,681.474,,1,,,,,,,,
189329,,,740.138,763.774,,1,,,,,,,,
189329,,,791.039,816.074,,1,,,,,,,,
189329,,,831.131,857.174,,1,,,,,,,,
189329,,,871.038,898.374,,1,,,,,,,,
189329,,,911.038,939.473,,1,,,,,,,,
189329,,,951.131,980.573,,1,,,,,,,,
189329,,,991.132,1021.674,,1,,,,,,,,
189329,,,1031.039,1062.073,,1,,,,,,,,
189329,,,1071.131,1102.074,,1,,,,,,,,
189329,,,1122.131,1153.073,,1,,,,,,,,
189329,,,1162.131,1211.873,,1,,,,,,,,
189329,,,1242.039,1417.473,,1,,,,,,,,
189329,,,1442.039,1617.674,,1,,,,,,,,
189329,,,1642.039,1817.774,,1,,,,,,,,
189329,,,1842.039,1988.773,,1,,,,,,,,
189362,500,5328.98,1966,4445,,,1,,,,,,,
189363,,,520.23,533.872,,1,,,,,,,,
189363,,,560.231,574.974,,1,,,,,,,,
189363,,,640.231,657.174,,1,,,,,,,,
189363,,,680.231,698.174,,1,,,,,,,,
189363,,,720.246,739.371,,1,,,,,,,,
189363,,,760.249,780.471,,1,,,,,,,,
189363,,,840.247,862.574,,1,,,,,,,,
189363,,,880.247,903.674,,1,,,,,,,,
189363,,,920.23,944.774,,1,,,,,,,,
189363,,,960.231,985.972,,1,,,,,,,,
189363,,,1000.245,1007.969,,1,,,,,,,,
189363,,,1040.246,1050.175,,1,,,,,,,,
189363,,,1080.246,1091.375,,1,,,,,,,,
189363,,,1120.23,1132.574,,1,,,,,,,,
189363,,,1160.231,1173.772,,1,,,,,,,,
189363,,,1240.231,1256.171,,1,,,,,,,,
189363,,,1280.23,1297.171,,1,,,,,,,,
189363,,,1320.246,1338.174,,1,,,,,,,,
189363,,,1360.247,1370,,1,,,,,,,,
189365,500,5515.775,2056,3783,,,1,,,,,,,
189385,,,1500.103,2136,,1,,,,,2136,,,
189385,,,2136,2510,,,1,,,,,2510,,
189385,,,2510,2847,,1,,,,,2847,,,
189385,,,2847,3223,,,1,,,,,3223,,
189385,,,3223,3558,,1,,,,,3558,,,
189385,,,3558,3998,,,1,,,,,3998,,
189385,,,3998,4383,,1,,,,,4383,,,
189602,,,1735.053,1770.848,,1,,,,,,,,
189602,,,1781.957,1783.946,,1,,,,,,,,
189602,,,1795.156,1853.448,,1,,,,,,,,
189602,,,1887.16,1892.648,,1,,,,,,,,
189602,,,1903.856,1928,,1,,,,,,,,
189602,,,1943.756,2742.349,,,1,,,,,,,
189602,,,2753.557,2817,,,1,,,,,,,
189603,,,2395,2977.952,,,1,,,,,,,
189603,,,2989.153,2999.749,,,1,,,,,,,
189603,,,3010.951,3174.851,,,1,,,,,,,
189603,,,3186.052,3289,,,1,,,,,,,
189645,1000,5415.905,2488,4898,,,1,,,,,,,
189646,1000,5425.5,2308,4682,,,1,,,,,,,
189647,1000,5488.705,2128,4970,,,1,,,,,,,
189650,1000,5485.195,2272,4215,,,1,,,,,,,
189651,1000,5531.395,2308,4898,,,1,,,,,,,
189652,1000,5500.995,2164,3387,,,1,,,,,,,
190507,,,800.043,805.272,,1,,,,,,,,
190507,,,816.633,1028,,1,,,,,,,,
190507,,,1349,1360.972,,,,1,,,,,,
190507,,,1372.233,1787.372,,,,1,,,,,,
190507,,,1798.632,1999.972,,,,1,,,,,,
190507,,,2010.077,2078.871,,,,1,,,,,,
190507,,,2090.133,4244,,,,1,,,,,,
190508,,,800.041,810.872,,1,,,,,,,,
190508,,,833.633,1539,,1,,,,,,,,
190509,,,2165,3558,,,,1,,,,,,
190510,,,800.046,982,,1,,,,,,,,
190512,400,5357.47,1200,3400,,,,1,,,,,,
190514,,,1625,3024,,,,1,,,,,3024,
190514,,,3024,4916,,,,,1,,,,,
190515,,,1625,2758,,,,1,,,,,2758,
190515,,,2758,4696,,,,,1,,,,,
190549,,,400.123,409.935,,1,,,,,,,,
190549,,,420.113,429.934,,1,,,,,,,,
190549,,,440.102,449.928,,1,,,,,,,,
190549,,,460.104,469.924,,1,,,,,,,,
190549,,,480.102,489.932,,1,,,,,,,,
190549,,,500.108,509.933,,1,,,,,,,,
190549,,,520.116,529.933,,1,,,,,,,,
190549,,,540.102,549.927,,1,,,,,,,,
190549,,,560.105,569.923,,1,,,,,,,,
190549,,,580.102,589.931,,1,,,,,,,,
190549,,,600.109,609.933,,1,,,,,,,,
190549,,,620.115,629.933,,1,,,,,,,,
190549,,,640.102,649.928,,1,,,,,,,,
190549,,,660.106,669.924,,1,,,,,,,,
190549,,,680.102,689.931,,1,,,,,,,,
190549,,,700.11,709.933,,1,,,,,,,,
190549,,,720.116,729.933,,1,,,,,,,,
190549,,,740.102,749.927,,1,,,,,,,,
190549,,,760.105,769.924,,1,,,,,,,,
190549,,,780.102,785,,1,,,,,,,,
190549,,,1270,1274.927,,,,,1,,,,,
190549,,,1295.117,1374.927,,,,,1,,,,,
190549,,,1395.116,1474.927,,,,,1,,,,,
190549,,,1495.116,1574.927,,,,,1,,,,,
190549,,,1595.116,1674.927,,,,,1,,,,,
190549,,,1695.114,1774.927,,,,,1,,,,,
190549,,,1795.114,1874.926,,,,,1,,,,,
190549,,,1895.114,1974.926,,,,,1,,,,,
190549,,,1995.113,2074.926,,,,,1,,,,,
190549,,,2095.114,2174.926,,,,,1,,,,,
190564,,,1379.936,1409.873,,,,,1,,,,,
190564,,,1429.936,1459.873,,,,,1,,,,,
190564,,,1479.936,1509.873,,,,,1,,,,,
190564,,,1529.936,1559.873,,,,,1,,,,,
190564,,,1579.936,1609.873,,,,,1,,,,,
190564,,,1629.935,1659.873,,,,,1,,,,,
190564,,,1679.935,1709.873,,,,,1,,,,,
190564,,,1729.936,1759.873,,,,,1,,,,,
190564,,,1779.935,1809.873,,,,,1,,,,,
190564,,,1829.935,1859.873,,,,,1,,,,,
190564,,,1879.935,1909.873,,,,,1,,,,,
190564,,,1929.936,1959.873,,,,,1,,,,,
190564,,,1979.935,2009.873,,,,,1,,,,,
190564,,,2029.935,2059.873,,,,,1,,,,,
190564,,,2079.935,2109.873,,,,,1,,,,,
190564,,,2129.936,2159.873,,,,,1,,,,,
190564,,,2179.935,2209.873,,,,,1,,,,,
190564,,,2229.935,2259.873,,,,,1,,,,,
190564,,,2279.935,2300,,,,,1,,,,,
190629,,,1520,1554.973,,,,,1,,,,,
190629,,,1565.056,1604.974,,,,,1,,,,,
190629,,,1615.057,1654.974,,,,,1,,,,,
190629,,,1665.059,1704.974,,,,,1,,,,,
190629,,,1715.06,1754.974,,,,,1,,,,,
190629,,,1765.054,1804.974,,,,,1,,,,,
190629,,,1815.06,1854.974,,,,,1,,,,,
190629,,,1865.063,1904.974,,,,,1,,,,,
190629,,,1915.058,1954.974,,,,,1,,,,,
190629,,,1965.059,2004.974,,,,,1,,,,,
190629,,,2015.059,2054.974,,,,,1,,,,,
190629,,,2065.056,2104.974,,,,,1,,,,,
190629,,,2115.058,2154.974,,,,,1,,,,,
190629,,,2165.058,2204.974,,,,,1,,,,,
190629,,,2215.058,2254.974,,,,,1,,,,,
190629,,,2265.061,2304.974,,,,,1,,,,,
190629,,,2315.059,2354.974,,,,,1,,,,,
190629,,,2365.054,2404.974,,,,,1,,,,,
190629,,,2415.061,2454.974,,,,,1,,,,,
190629,,,2465.06,2504.974,,,,,1,,,,,
190629,,,2515.057,2554.974,,,,,1,,,,,
190629,,,2565.055,2604.974,,,,,1,,,,,
190629,,,2615.057,2654.974,,,,,1,,,,,
190629,,,2665.057,2704.974,,,,,1,,,,,
190629,,,2715.058,2754.974,,,,,1,,,,,
190629,,,2765.057,2804.974,,,,,1,,,,,
190629,,,2815.055,2854.974,,,,,1,,,,,
190629,,,2865.056,2904.974,,,,,1,,,,,
190629,,,2915.058,2930,,,,,1,,,,,
190633,,,1295,1304.973,,,,,1,,,,,
190633,,,1315.052,1354.973,,,,,1,,,,,
190633,,,1365.053,1404.973,,,,,1,,,,,
190633,,,1415.056,1454.973,,,,,1,,,,,
190633,,,1465.054,1504.973,,,,,1,,,,,
190633,,,1515.057,1554.973,,,,,1,,,,,
190633,,,1565.055,1604.973,,,,,1,,,,,
190633,,,1615.055,1654.973,,,,,1,,,,,
190633,,,1665.059,1704.973,,,,,1,,,,,
190633,,,1715.061,1748.474,,,,,1,,,,,
190633,,,1765.055,1804.973,,,,,1,,,,,
190633,,,1815.061,1854.973,,,,,1,,,,,
190633,,,1865.06,1904.973,,,,,1,,,,,
190633,,,1915.057,1954.973,,,,,1,,,,,
190633,,,1965.058,2004.973,,,,,1,,,,,
190633,,,2015.061,2054.973,,,,,1,,,,,
190633,,,2065.058,2104.973,,,,,1,,,,,
190633,,,2115.062,2154.973,,,,,1,,,,,
190633,,,2165.061,2204.973,,,,,1,,,,,
190633,,,2215.06,2254.973,,,,,1,,,,,
190633,,,2265.064,2304.973,,,,,1,,,,,
190633,,,2315.064,2354.973,,,,,1,,,,,
190633,,,2365.057,2404.973,,,,,1,,,,,
190633,,,2415.069,2442.874,,,,,1,,,,,
190633,,,2465.092,2504.973,,,,,1,,,,,
190633,,,2515.08,2554.973,,,,,1,,,,,
190633,,,2565.079,2604.973,,,,,1,,,,,
190633,,,2615.086,2654.973,,,,,1,,,,,
190633,,,2665.082,2704.973,,,,,1,,,,,
190633,,,2715.09,2754.973,,,,,1,,,,,
190633,,,2765.082,2804.973,,,,,1,,,,,
190633,,,2815.082,2854.973,,,,,1,,,,,
190633,,,2865.088,2904.973,,,,,1,,,,,
190633,,,2915.092,2954.973,,,,,1,,,,,
190633,,,2965.078,3004.973,,,,,1,,,,,
190633,,,3015.095,3054.973,,,,,1,,,,,
190633,,,3065.092,3104.973,,,,,1,,,,,
190633,,,3115.084,3154.973,,,,,1,,,,,
190633,,,3165.086,3204.973,,,,,1,,,,,
190633,,,3215.094,3254.973,,,,,1,,,,,
190633,,,3265.087,3300,,,,,1,,,,,
190663,,,1668,3300,,,,1,,,,,,
190666,,,2686,4000,,,,1,,,,,,
190670,,,3000,5000,,,,,1,,,,,
190671,200,5365.87,3000,5000,,,,,1,,,,,
190856,,,1500.045,1630,,1,,,,,1630,,,
190856,,,1630,5651,,,1,,,,,,,
190857,100,6291.4,1912,5474,,,1,,,,,,,
190861,100,5628,2128,5114,,,1,,,,,,,
190863,100,5624.18,1804,5258,,,1,,,,,,,
190869,100,6011.985,2416,5330,,,1,,,,,,,
191030,1000,5189.665,4574,4862,,,1,,,,,,,
191376,,,300.049,2065,,1,,,,,2065,,,
191376,,,2065,2503,,,1,,,,,,,
191782,,,2168,2189.955,,,1,,,,,,,
191782,,,2200.072,2239.955,,,1,,,,,,,
191782,,,2250.072,2289.955,,,1,,,,,,,
191782,,,2300.072,2339.955,,,1,,,,,,,
191782,,,2350.072,2389.955,,,1,,,,,,,
191782,,,2400.072,2439.955,,,1,,,,,,,
191782,,,2450.072,2489.955,,,1,,,,,,,
191782,,,2500.072,2539.955,,,1,,,,,,,
191782,,,2550.072,2589.955,,,1,,,,,,,
191782,,,2600.072,2639.955,,,1,,,,,,,
191782,,,2650.072,2689.955,,,1,,,,,,,
191782,,,2700.072,2739.955,,,1,,,,,,,
191782,,,2750.072,2789.955,,,1,,,,,,,
191782,,,2800.072,2839.955,,,1,,,,,,,
191782,,,2850.072,2889.955,,,1,,,,,,,
191782,,,2900.072,2939.955,,,1,,,,,,,
191782,,,2950.072,2989.955,,,1,,,,,,,
191782,,,3010.069,3039.955,,,1,,,,,,,
191782,,,3050.071,3089.955,,,1,,,,,,,
191782,,,3100.072,3139.955,,,1,,,,,,,
191782,,,3150.072,3178,,,1,,,,,,,
191782,,,3351,3389.954,,1,,,,,,,,
191782,,,3400.072,3439.954,,1,,,,,,,,
191782,,,3450.072,3489.954,,1,,,,,,,,
191782,,,3500.072,3539.954,,1,,,,,,,,
191782,,,3550.072,3589.954,,1,,,,,,,,
191782,,,3600.072,3639.954,,1,,,,,,,,
191782,,,3650.072,3689.954,,1,,,,,,,,
191782,,,3700.071,3739.954,,1,,,,,,,,
191782,,,3750.072,3789.954,,1,,,,,,,,
191782,,,3800.072,3839.954,,1,,,,,,,,
191782,,,3850.072,3889.954,,1,,,,,,,,
191782,,,3900.072,3939.954,,1,,,,,,,,
191782,,,3950.072,3989.954,,1,,,,,,,,
191782,,,4010.068,4039.955,,1,,,,,,,,
191782,,,4050.072,4089.955,,1,,,,,,,,
191782,,,4100.073,4139.954,,1,,,,,,,,
191782,,,4150.072,4189.955,,1,,,,,,,,
191782,,,4200.072,4239.954,,1,,,,,,,,
191782,,,4250.073,4289.955,,1,,,,,,,,
191782,,,4300.072,4339.954,,1,,,,,,,,
191782,,,4350.073,4380,,1,,,,,,,,
191783,,,1000.071,1039.951,,1,,,,,,,,
191783,,,1050.071,1089.951,,1,,,,,,,,
191783,,,1100.071,1139.951,,1,,,,,,,,
191783,,,1150.071,1189.951,,1,,,,,,,,
191783,,,1200.071,1239.952,,1,,,,,,,,
191783,,,1250.071,1289.952,,1,,,,,,,,
191783,,,1300.071,1339.952,,1,,,,,,,,
191783,,,1350.071,1389.952,,1,,,,,,,,
191783,,,1400.07,1439.952,,1,,,,,,,,
191783,,,1450.071,1489.952,,1,,,,,,,,
191783,,,1500.071,1539.952,,1,,,,,,,,
191783,,,1550.071,1589.952,,1,,,,,,,,
191783,,,1600.07,1639.952,,1,,,,,,,,
191783,,,1650.071,1689.952,,1,,,,,,,,
191783,,,1700.071,1739.952,,1,,,,,,,,
191783,,,1750.071,1789.952,,1,,,,,,,,
191783,,,1800.071,1839.952,,1,,,,,,,,
191783,,,1850.071,1889.952,,1,,,,,,,,
191783,,,1900.071,1939.953,,1,,,,,,,,
191783,,,1950.071,1989.952,,1,,,,,,,,
191783,,,2010.069,2039.953,,1,,,,,,,,
191783,,,2050.071,2082,,1,,,,,,,,
191783,,,2100.071,2139.953,,,1,,,,,,,
191783,,,2150.071,2189.953,,,1,,,,,,,
191783,,,2200.071,2239.953,,,1,,,,,,,
191783,,,2250.071,2289.953,,,1,,,,,,,
191783,,,2300.071,2339.953,,,1,,,,,,,
191783,,,2350.071,2389.953,,,1,,,,,,,
191783,,,2400.071,2439.953,,,1,,,,,,,
191783,,,2450.071,2489.953,,,1,,,,,,,
191783,,,2500.071,2539.953,,,1,,,,,,,
191783,,,2550.071,2589.951,,,1,,,,,,,
191783,,,2600.071,2639.953,,,1,,,,,,,
191783,,,2650.072,2689.952,,,1,,,,,,,
191783,,,2700.072,2739.953,,,1,,,,,,,
191783,,,2750.071,2789.953,,,1,,,,,,,
191783,,,2800.072,2839.953,,,1,,,,,,,
191783,,,2850.072,2889.954,,,1,,,,,,,
191783,,,2900.072,2939.954,,,1,,,,,,,
191783,,,2950.072,2989.954,,,1,,,,,,,
191783,,,3010.069,3039.954,,,1,,,,,,,
191783,,,3050.072,3089.954,,,1,,,,,,,
191783,,,3100.072,3139.954,,,1,,,,,,,
191783,,,3150.072,3189.954,,,1,,,,,,,
191783,,,3200.072,3239.954,,,1,,,,,,,
191783,,,3250.072,3289.954,,,1,,,,,,,
191783,,,3300.072,3339.954,,,1,,,,,,,
191783,,,3350.072,3389.954,,,1,,,,,,,
191783,,,3400.072,3439.954,,,1,,,,,,,
191783,,,3450.072,3489.954,,,1,,,,,,,
191783,,,3500.072,3539.954,,,1,,,,,,,
191783,,,3550.072,3589.954,,,1,,,,,,,
191783,,,3600.072,3639.954,,,1,,,,,,,
191783,,,3650.072,3689.954,,,1,,,,,,,
191783,,,3700.071,3735,,,1,,,,,,,
192704,400,3397.27,800,987,,1,,,,,,,,
192705,400,5332.07,790,979,,1,,,,,,,,
192707,400,5344.47,1892,2206,,,,,1,,,,,
192710,,,800.066,805,,1,,,,,,,,
192710,,,1250,1500,,,,1,,,,,1500,
192710,,,1500,2500,,,,,1,,,,,
192711,,,1500,1850,,,,1,,,,,1850,
192711,,,1850,1958.174,,,,,1,,,,,
192711,,,1959.131,2375.174,,,,,1,,,,,
192711,,,2376.031,2770,,,,,1,,,,,
192718,,,1174,1887,,,,,1,,,,,
192751,400,5365.465,2000,2300,,,,1,,,,,,
192756,400,5254.67,2000,4500,,,,1,,,,,,
192760,400,5361.67,2000,3300,,,,1,,,,,,
192761,400,5355.67,784,789,,1,,,,,,,,
192761,400,5355.67,805,810,,1,,,,,,,,
192761,400,5355.67,2000,4000,,,,1,,,,,,
192763,400,5358.87,401,409,,1,,,,,,,,
192763,,,1175,1841,,,,1,,,,,1841,
192763,400,5358.87,1841,2309,,,,,1,,,,,
192764,,,2120.097,2129.969,,,,,1,,,,,
192764,,,2140.099,2149.97,,,,,1,,,,,
192764,,,2160.096,2169.971,,,,,1,,,,,
192764,,,2180.087,2189.971,,,,,1,,,,,
192764,,,2200.1,2209.97,,,,,1,,,,,
192764,,,2220.091,2229.969,,,,,1,,,,,
192764,,,2240.094,2249.97,,,,,1,,,,,
192764,,,2260.095,2269.97,,,,,1,,,,,
192764,,,2280.086,2289.971,,,,,1,,,,,
192764,,,2300.099,2309.97,,,,,1,,,,,
192764,,,2320.091,2329.969,,,,,1,,,,,
192764,,,2340.096,2349.97,,,,,1,,,,,
192764,,,2360.094,2369.97,,,,,1,,,,,
192764,,,2380.087,2389.97,,,,,1,,,,,
192764,,,2400.1,2409.97,,,,,1,,,,,
192764,,,2420.091,2429.969,,,,,1,,,,,
192764,,,2440.094,2449.97,,,,,1,,,,,
192764,,,2460.094,2469.971,,,,,1,,,,,
192764,,,2480.085,2489.97,,,,,1,,,,,
192764,,,2500.099,2509.97,,,,,1,,,,,
192764,,,2520.09,2529.969,,,,,1,,,,,
192764,,,2540.095,2549.97,,,,,1,,,,,
192764,,,2560.092,2569.971,,,,,1,,,,,
192764,,,2580.086,2589.97,,,,,1,,,,,
192764,,,2600.096,2609.97,,,,,1,,,,,
192764,,,2620.089,2629.969,,,,,1,,,,,
192764,,,2640.091,2649.971,,,,,1,,,,,
192764,,,2660.088,2669.971,,,,,1,,,,,
192764,,,2680.083,2689.97,,,,,1,,,,,
192764,,,2700.095,2709.97,,,,,1,,,,,
192764,,,2720.086,2729.969,,,,,1,,,,,
192764,,,2740.09,2749.971,,,,,1,,,,,
192764,,,2760.088,2769.971,,,,,1,,,,,
192764,,,2780.086,2789.97,,,,,1,,,,,
192764,,,2800.098,2809.97,,,,,1,,,,,
192764,,,2820.088,2829.969,,,,,1,,,,,
192764,,,2840.089,2849,,,,,1,,,,,
192767,,,1600.086,1634.969,,,,,1,,,,,
192767,,,1650.082,1684.969,,,,,1,,,,,
192767,,,1700.083,1708.373,,,,,1,,,,,
192767,,,1720.336,1734.969,,,,,1,,,,,
192767,,,1750.082,1784.969,,,,,1,,,,,
192767,,,1800.08,1834.969,,,,,1,,,,,
192767,,,1850.081,1884.969,,,,,1,,,,,
192767,,,1900.082,1934.969,,,,,1,,,,,
192767,,,1950.082,1984.969,,,,,1,,,,,
192767,,,2000.08,2010.156,,,,,1,,,,,
192767,,,2020.081,2029.971,,,,,1,,,,,
192767,,,2040.08,2049.971,,,,,1,,,,,
192767,,,2060.076,2069.97,,,,,1,,,,,
192767,,,2080.087,2089.97,,,,,1,,,,,
192767,,,2100.08,2109.969,,,,,1,,,,,
192768,,,1500.134,1534.969,,,,,1,,,,,
192768,,,1550.135,1584.969,,,,,1,,,,,
192768,,,1600.134,1634.969,,,,,1,,,,,
192768,,,1650.135,1684.969,,,,,1,,,,,
192768,,,1700.135,1734.969,,,,,1,,,,,
192768,,,1750.135,1784.969,,,,,1,,,,,
192768,,,1800.135,1834.969,,,,,1,,,,,
192768,,,1850.135,1884.969,,,,,1,,,,,
192768,,,1900.135,1934.969,,,,,1,,,,,
192942,,,1000.052,1229.973,,1,,,,,,,,
192942,,,1250.097,1479.973,,1,,,,,,,,
192942,,,1500.11,1559,,1,,,,,1559,,,
192942,,,1559,4950,,,1,,,,,,,
193090,,,1646,5442,,,1,,,,,,,
193093,,,1629,5293.668,,,1,,,,,,,
193093,,,5304.848,5496,,,1,,,,,,,
193097,,,1622,5325,,,1,,,,,,,
195262,,,1282,1341.173,,,1,,,,,,,
195262,,,1350.143,1405.173,,,1,,,,,,,
195262,,,1408.56,1418.474,,,1,,,,,,,
195262,,,1433.533,1439.772,,,1,,,,,,,
195262,,,1450.23,1464.173,,,1,,,,,,,
195262,,,1475.23,1500.173,,,1,,,,,,,
195262,,,1533.532,1570.472,,,1,,,,,,,
195262,,,1575.23,1580.173,,,1,,,,,,,
195262,,,1600.143,2099.472,,,1,,,,,,,
195262,,,2100.23,2108.472,,,1,,,,,,,
195262,,,2108.531,2238.474,,,1,,,,,,,
195262,,,2250.14,2374.474,,,1,,,,,,,
195262,,,2375.14,2391.172,,,1,,,,,,,
195262,,,2400.23,2490.574,,,1,,,,,,,
195262,,,2500.23,2674.474,,,1,,,,,,,
195262,,,2675.14,2698.974,,,1,,,,,,,
195262,,,2700.14,2755.773,,,1,,,,,,,
195262,,,2775.23,2782.473,,,1,,,,,,,
195262,,,2783.531,2792.474,,,1,,,,,,,
195262,,,2800.14,2866.173,,,1,,,,,,,
195262,,,2875.14,2880.172,,,1,,,,,,,
195262,,,2883.568,2888.672,,,1,,,,,,,
195262,,,2900.23,2980.973,,,1,,,,,,,
195262,,,2983.567,2989.772,,,1,,,,,,,
195262,,,3000.14,3088.472,,,1,,,,,,,
195262,,,3100.14,5667,,,1,,,,,,,
195264,,,1258,1341.073,,,1,,,,,,,
195264,,,1350.231,1405.262,,,1,,,,,,,
195264,,,1408.533,1422.164,,,1,,,,,,,
195264,,,1425.231,1432.659,,,1,,,,,,,
195264,,,1433.533,1453.261,,,1,,,,,,,
195264,,,1455.165,1460.073,,,1,,,,,,,
195264,,,1477.833,1483.062,,,1,,,,,,,
195264,,,1502.833,1507.674,,,1,,,,,,,
195264,,,1519.43,1543.674,,,1,,,,,,,
195264,,,1544.43,1557.761,,,1,,,,,,,
195264,,,1569.442,1574.361,,,1,,,,,,,
195264,,,1594.43,1618.76,,,1,,,,,,,
195264,,,1619.43,1624.873,,,1,,,,,,,
195264,,,1644.43,1659.357,,,1,,,,,,,
195264,,,1669.442,1707.675,,,1,,,,,,,
195264,,,1727.764,1732.764,,,1,,,,,,,
195264,,,1744.442,1825.76,,,1,,,,,,,
195264,,,1827.763,1852.674,,,1,,,,,,,
195264,,,1869.442,1935.373,,,1,,,,,,,
195264,,,1952.767,1999.375,,,1,,,,,,,
195264,,,2019.43,2074.873,,,1,,,,,,,
195264,,,2094.441,2135.373,,,1,,,,,,,
195264,,,2152.767,2185.374,,,1,,,,,,,
195264,,,2202.832,2207.763,,,1,,,,,,,
195264,,,2219.43,2257.673,,,1,,,,,,,
195264,,,2269.442,2281.462,,,1,,,,,,,
195264,,,2294.441,2300.658,,,1,,,,,,,
195264,,,2302.831,2357.674,,,1,,,,,,,
195264,,,2444.441,2456.663,,,1,,,,,,,
195264,,,2469.441,2524.373,,,1,,,,,,,
195264,,,2544.43,2585.164,,,1,,,,,,,
195264,,,2594.43,2614.759,,,1,,,,,,,
195264,,,2619.43,2719.373,,,1,,,,,,,
195264,,,2744.441,2769.374,,,1,,,,,,,
195264,,,2819.44,2844.374,,,1,,,,,,,
195264,,,2919.44,2931.873,,,1,,,,,,,
195264,,,2944.43,3030.865,,,1,,,,,,,
195264,,,3052.763,3061.574,,,1,,,,,,,
195264,,,3069.441,3110.462,,,1,,,,,,,
195264,,,3132.641,5714,,,1,,,,,,,
